index,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
10042,City Hotel,0,12,2017,April,17,28,0,1,1,0.0,0,SC,FIN,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,150.0,0,0,Check-Out,2017-04-29,Sheila Torres,Torres.Sheila72@protonmail.com,231-365-7343,************9774
10043,City Hotel,0,194,2016,April,17,21,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,,0,Transient,73.46,0,0,Check-Out,2016-04-24,Brian Lucas,BrianLucas@gmail.com,826-495-8536,************1565
10044,City Hotel,0,4,2015,August,32,8,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Check-Out,2015-08-11,Danielle Silva,Silva.Danielle@att.com,515-017-3774,************9113
10045,Resort Hotel,0,47,2016,August,33,10,2,6,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,E,0,No Deposit,241.0,,0,Transient,185.96,0,1,Check-Out,2016-08-18,Nicholas Bailey,NicholasBailey38@protonmail.com,149-572-8701,************2332
10046,Resort Hotel,0,36,2016,July,29,11,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,154.0,0,1,Check-Out,2016-07-15,Samantha Watts,Samantha.Watts@outlook.com,200-538-2505,************1584
10047,City Hotel,0,56,2017,February,7,12,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.1,0,2,Check-Out,2017-02-18,Calvin Reilly,Calvin_R@comcast.net,236-023-4031,************2740
10048,Resort Hotel,1,245,2015,September,39,25,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,248.0,,0,Transient,80.0,0,0,Canceled,2015-07-31,Chelsey Jackson,Chelsey.Jackson22@zoho.com,958-318-2784,************8838
10049,Resort Hotel,0,123,2016,February,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,64.0,0,0,Check-Out,2016-02-29,Katherine Davis,Davis_Katherine20@aol.com,389-513-0083,************3855
10050,City Hotel,0,21,2017,April,17,29,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.0,0,2,Check-Out,2017-04-30,Cody Clark,Cody_Clark@comcast.net,247-000-8825,************7749
10051,City Hotel,0,6,2016,March,10,1,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,94.0,,0,Transient-Party,65.0,1,0,Check-Out,2016-03-04,Charles Gallagher,Gallagher.Charles@yahoo.com,910-792-0212,************6206
10052,City Hotel,0,213,2017,August,35,28,1,3,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,2017-09-01,Jared Lawson,Lawson.Jared@comcast.net,455-962-8743,************4073
10053,Resort Hotel,0,99,2016,August,34,18,2,6,2,0.0,0,Undefined,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,314.0,,0,Transient,205.2,1,0,Check-Out,2016-08-26,Paul Diaz,Paul_D@xfinity.com,368-390-1231,************3558
10054,City Hotel,0,0,2016,January,5,28,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,79.0,0,0,Check-Out,2016-01-29,Nathan King,Nathan.King@mail.com,326-074-7671,************4760
10055,City Hotel,0,57,2016,July,30,18,1,0,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,84.6,0,0,Check-Out,2016-07-19,David Wall,Wall_David@zoho.com,172-417-2055,************9438
10056,City Hotel,1,74,2017,March,11,17,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,0,Canceled,2017-01-07,Joseph Smith,JSmith62@zoho.com,700-416-1790,************8977
10057,Resort Hotel,1,38,2017,April,18,30,2,0,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,468.0,,0,Transient,105.61,0,0,Canceled,2017-03-24,Timothy Johnson,Johnson_Timothy@verizon.com,748-322-2203,************4396
10058,City Hotel,0,188,2016,July,31,28,0,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient-Party,80.75,0,0,Check-Out,2016-07-31,Samuel Young,Young_Samuel72@outlook.com,434-261-9681,************2956
10059,City Hotel,0,110,2015,December,50,9,0,4,3,1.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,G,G,3,No Deposit,56.0,,69,Transient-Party,139.5,0,1,Check-Out,2015-12-13,Priscilla Dillon,PriscillaDillon27@aol.com,503-481-1110,************2528
10060,City Hotel,0,165,2016,October,44,27,1,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,123.3,0,2,Check-Out,2016-10-31,Cathy Riley,Cathy.R@yahoo.com,904-038-2940,************7089
10061,City Hotel,0,138,2017,June,24,15,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,1,Check-Out,2017-06-18,Sarah Savage,SarahSavage61@verizon.com,282-210-1862,************7902
10062,City Hotel,0,58,2015,October,41,9,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,94.5,0,1,Check-Out,2015-10-11,Justin Haas,Justin_H@aol.com,782-422-5597,************9690
10063,City Hotel,0,11,2017,May,21,21,2,1,2,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,163.33,0,0,Check-Out,2017-05-24,Jennifer Franklin,Jennifer.Franklin73@mail.com,334-360-1897,************5792
10064,City Hotel,0,0,2017,March,10,9,0,1,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,K,1,No Deposit,14.0,,0,Transient,108.0,0,0,Check-Out,2017-03-10,John Watson,John.W@mail.com,111-667-1209,************7249
10065,City Hotel,1,0,2016,September,39,20,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,,,0,Transient,190.0,0,0,Canceled,2016-09-20,Jason Shaw MD,Jason.MD@verizon.com,309-959-8017,************5742
10066,City Hotel,0,54,2016,November,47,18,2,2,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,1,Check-Out,2016-11-22,Christopher Avery,Christopher.A17@att.com,185-454-8556,************8308
10067,Resort Hotel,0,160,2015,September,37,10,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,48.88,0,0,Check-Out,2015-09-17,Kelly Sanchez,Kelly_Sanchez@hotmail.com,500-212-6963,************3156
10068,City Hotel,0,7,2015,August,34,17,1,1,2,2.0,0,SC,NLD,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Contract,153.0,0,0,Check-Out,2015-08-19,Julian Hogan,Hogan_Julian27@outlook.com,570-459-4282,************7900
10069,City Hotel,0,47,2016,November,48,25,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.6,0,1,Check-Out,2016-11-27,David Thomas,DavidThomas@outlook.com,302-892-6339,************9349
10070,City Hotel,0,167,2017,July,31,30,2,0,1,1.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,102.35,0,0,Check-Out,2017-08-01,Kelly Allen,KAllen@comcast.net,576-736-6232,************3080
10071,City Hotel,1,152,2016,June,26,19,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,108.12,0,0,Canceled,2016-03-21,Brandon Lee,Brandon_Lee@att.com,846-034-1847,************9572
10072,City Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,Canceled,2016-04-04,Mark Garcia,Garcia_Mark@verizon.com,832-340-0278,************2995
10073,City Hotel,0,48,2017,February,8,22,0,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,65.0,0,1,Check-Out,2017-02-24,Candice Thomas,CandiceThomas87@yandex.com,125-815-2627,************9220
10074,City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,110.0,0,0,Canceled,2016-03-15,Timothy Floyd,Timothy.Floyd@hotmail.com,139-109-0253,************5053
10075,City Hotel,0,386,2016,October,44,23,2,0,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-10-25,Seth Curry,SCurry31@xfinity.com,517-236-2247,************7098
10076,Resort Hotel,0,0,2016,January,2,8,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,43.0,0,0,Check-Out,2016-01-11,Lisa Reid,Reid.Lisa50@xfinity.com,376-747-4443,************9720
10077,Resort Hotel,0,27,2016,November,47,13,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient,55.8,0,0,Check-Out,2016-11-20,Edward Meadows,Edward.Meadows@mail.com,711-984-1396,************2383
10078,Resort Hotel,1,103,2017,March,13,27,1,1,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495.0,,0,Transient,73.0,0,0,Canceled,2016-12-23,William Murphy,William.Murphy@comcast.net,305-394-9935,************5117
10079,Resort Hotel,1,240,2015,November,45,6,2,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,,0,Transient,59.4,0,1,Canceled,2015-09-08,Richard Lawson,Lawson.Richard@gmail.com,959-346-5902,************8345
10080,City Hotel,0,320,2016,August,34,18,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-08-20,Kimberly Bass,Kimberly.B@aol.com,933-438-3083,************8930
10081,City Hotel,1,134,2017,February,8,25,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,75.0,0,0,Canceled,2017-02-24,Justin Dunn,Justin_D@gmail.com,232-102-0910,************8874
10082,City Hotel,1,56,2017,March,13,26,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,100.3,0,0,Canceled,2017-03-20,Kyle Barnes,Kyle.B@zoho.com,458-684-8009,************4570
10083,City Hotel,0,4,2017,January,1,2,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,2017-01-04,Michele Smith,Michele.Smith41@yahoo.com,908-793-6102,************9343
10084,Resort Hotel,1,99,2016,May,22,25,0,4,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314.0,,0,Transient,109.75,0,0,Canceled,2016-05-04,Richard Gentry,Richard.Gentry@outlook.com,213-724-0143,************7525
10085,City Hotel,1,24,2017,May,20,15,1,1,2,1.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.0,0,0,Canceled,2017-04-22,Thomas Avila,Avila.Thomas@yandex.com,911-312-1324,************7232
10086,Resort Hotel,1,49,2015,August,35,25,0,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,219.33,0,2,Canceled,2015-07-17,Michael Schroeder,Michael.S@yandex.com,818-594-2070,************7777
10087,City Hotel,0,88,2017,March,12,24,0,2,3,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,142.2,0,1,Check-Out,2017-03-26,Mary Velez,Mary_V@hotmail.com,832-977-3728,************2452
10088,City Hotel,1,298,2017,July,27,3,3,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,111.0,0,1,Canceled,2016-09-16,Sean Morris,Sean_M81@mail.com,187-322-6254,************8567
10089,City Hotel,0,11,2017,April,16,20,0,3,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,,0,Transient,150.0,0,2,Check-Out,2017-04-23,Robert Morris,Robert.M@outlook.com,289-737-7178,************5123
10090,City Hotel,1,91,2017,May,19,11,1,3,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,127.25,0,1,Canceled,2017-02-20,Adam York,Adam_Y@yahoo.com,297-925-1071,************7317
10091,City Hotel,1,44,2016,February,8,17,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,44.0,,3,Transient,75.0,0,0,Canceled,2016-01-16,Allison Jones,AllisonJones@gmail.com,966-590-9335,************2212
10092,Resort Hotel,0,4,2017,January,3,21,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,1,0,1,A,A,0,No Deposit,6.0,,0,Transient,34.0,0,0,Check-Out,2017-01-22,Larry Williams,Larry_W65@comcast.net,511-647-0205,************3203
10093,Resort Hotel,0,210,2015,July,31,31,2,4,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Contract,90.95,0,1,Check-Out,2015-08-06,James Mccall,James_Mccall82@aol.com,814-391-9432,************1325
10094,City Hotel,0,115,2017,August,34,20,2,3,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,98.0,,0,Transient-Party,115.0,0,1,Check-Out,2017-08-25,Kevin Ortiz,Kevin.O@aol.com,643-322-9209,************4927
10095,City Hotel,0,22,2016,September,39,24,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,7.0,,0,Transient,104.22,0,1,Check-Out,2016-09-29,John Young,John.Y@comcast.net,378-539-3430,************5984
10096,City Hotel,1,66,2015,October,41,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,75.0,0,0,Canceled,2015-08-25,Sheila James,Sheila_J@comcast.net,935-428-7143,************1253
10097,City Hotel,0,137,2016,September,38,12,1,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient,89.75,0,0,Check-Out,2016-09-14,Brian Johnson,Brian.J@gmail.com,387-562-1049,************3679
10098,City Hotel,0,13,2016,September,38,15,0,1,2,0.0,0,SC,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,233.0,0,Transient-Party,100.0,0,1,Check-Out,2016-09-16,Jorge Hanson,Jorge.H@comcast.net,895-387-6973,************4066
10099,City Hotel,0,165,2016,July,29,16,2,1,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,177.3,0,2,Check-Out,2016-07-19,Melissa Smith,Smith_Melissa13@zoho.com,351-872-7560,************8527
10100,Resort Hotel,0,115,2017,March,11,13,1,2,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,97.33,0,1,Check-Out,2017-03-16,Edwin Cooper,Edwin.C@protonmail.com,488-593-7555,************3914
10101,City Hotel,0,14,2017,May,20,16,0,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,125.4,0,2,Check-Out,2017-05-18,Jennifer Eaton,JEaton@zoho.com,445-071-8950,************8867
10102,Resort Hotel,0,17,2017,April,15,11,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,68.95,0,0,Check-Out,2017-04-18,Gary Scott,Scott.Gary@protonmail.com,893-704-5382,************3129
10103,City Hotel,0,18,2016,December,52,18,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,68.07,0,0,Check-Out,2016-12-22,Travis Campbell,Travis_C24@verizon.com,531-743-6543,************9758
10104,Resort Hotel,0,21,2017,June,23,10,2,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,165.0,0,0,Check-Out,2017-06-14,Sherri Noble,Sherri.N@hotmail.com,401-603-5739,************4555
10105,City Hotel,1,62,2016,June,26,20,1,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.9,0,0,Canceled,2016-04-30,Shirley Mcconnell,Mcconnell_Shirley@yahoo.com,543-717-8358,************4926
10106,Resort Hotel,0,4,2017,January,2,14,0,1,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,168.0,,0,Transient-Party,0.0,0,0,Check-Out,2017-01-15,Christine Walsh,Christine_W@att.com,390-746-5042,************9441
10107,City Hotel,0,60,2017,July,30,25,0,4,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,120.0,0,0,Check-Out,2017-07-29,Jennifer Pratt,Pratt.Jennifer@hotmail.com,435-776-4084,************5607
10108,City Hotel,0,232,2016,November,48,24,0,3,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,110.7,0,0,Check-Out,2016-11-27,Antonio Estrada,Antonio.E@comcast.net,342-510-1372,************9470
10109,Resort Hotel,1,20,2017,July,30,26,2,5,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,245.0,0,2,Canceled,2017-07-06,Christopher Gardner,Christopher_G63@outlook.com,302-175-4610,************4016
10110,City Hotel,0,47,2016,July,31,24,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,168.3,0,0,Check-Out,2016-07-27,Amy Green,Amy_G78@xfinity.com,174-084-8770,************6258
10111,City Hotel,0,2,2016,July,27,1,0,1,2,0.0,0,BB,AUS,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,147.0,0,0,Check-Out,2016-07-02,Leslie Mason,Mason_Leslie21@aol.com,867-605-0766,************6184
10112,City Hotel,0,248,2017,April,15,9,2,0,2,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,58.0,,0,Transient-Party,80.0,0,1,Check-Out,2017-04-11,Adam Evans,Adam.E@comcast.net,176-917-9415,************7156
10113,City Hotel,0,146,2015,December,53,29,0,3,1,0.0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21.0,,99,Transient-Party,65.0,0,0,Check-Out,2016-01-01,William Robinson,Robinson.William16@mail.com,497-498-5629,************8003
10114,Resort Hotel,1,81,2017,May,20,17,0,4,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,160.0,0,1,Canceled,2017-04-29,Patrick Bond,PatrickBond@comcast.net,261-806-2201,************2065
10115,City Hotel,0,162,2015,September,38,17,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,70.0,0,0,Check-Out,2015-09-20,Paige Mueller,Paige_M@mail.com,429-069-4272,************1783
10116,City Hotel,0,4,2017,May,18,2,0,2,1,0.0,0,BB,PRT,Offline TA/TO,GDS,0,0,0,D,D,0,No Deposit,195.0,,0,Transient,175.0,0,0,Check-Out,2017-05-04,William Wright,Wright_William@zoho.com,907-150-9799,************3275
10117,City Hotel,1,34,2015,December,50,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,0,Transient,90.0,0,0,Canceled,2015-11-06,Ryan Lee,RyanLee@hotmail.com,145-860-9179,************5495
10118,Resort Hotel,0,48,2016,September,39,18,2,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,,0,Transient,90.0,0,1,Check-Out,2016-09-21,James Cortez,JCortez32@aol.com,355-708-5266,************9072
10119,City Hotel,0,20,2017,January,4,23,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,60.63,0,1,Check-Out,2017-01-27,Christopher Yang,Christopher_Y29@att.com,741-449-1132,************5887
10120,City Hotel,0,24,2016,December,52,18,2,1,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,104.0,0,1,Check-Out,2016-12-21,Kayla Mitchell,Kayla_Mitchell@gmail.com,456-764-4264,************7134
10121,City Hotel,1,38,2017,January,2,14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,,67.0,0,Transient,75.0,0,0,Canceled,2016-12-07,Kaylee Smith,KSmith@mail.com,381-349-9523,************8132
10122,Resort Hotel,0,10,2016,December,52,24,2,3,1,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,60.0,0,1,Check-Out,2016-12-29,Kimberly Perez,KimberlyPerez@verizon.com,502-689-1092,************1129
10123,City Hotel,1,176,2017,August,34,21,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0,Canceled,2017-07-04,Rebecca Hawkins,Rebecca.Hawkins@hotmail.com,292-993-5813,************6647
10124,Resort Hotel,1,144,2016,September,39,19,1,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,76.67,0,0,Canceled,2016-09-08,James Hancock,Hancock.James@gmail.com,450-983-0585,************8565
10125,City Hotel,0,224,2015,October,40,2,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,65.0,0,0,Check-Out,2015-10-05,Lori Clark,Clark.Lori@xfinity.com,740-891-2403,************8018
10126,Resort Hotel,0,16,2016,November,46,7,2,5,2,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,464.0,,0,Transient,67.71,0,0,Check-Out,2016-11-14,Barbara Bailey,Bailey.Barbara@protonmail.com,380-192-1043,************2371
10127,City Hotel,1,120,2016,August,33,8,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,127.8,0,0,Canceled,2016-05-30,Bruce Frazier,BruceFrazier@yandex.com,344-761-1133,************7696
10128,City Hotel,0,166,2016,September,40,30,2,2,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,102.6,0,2,Check-Out,2016-10-04,Breanna Huerta,Breanna.Huerta@protonmail.com,281-995-2123,************5008
10129,City Hotel,0,70,2017,March,10,8,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,70.69,0,1,Check-Out,2017-03-12,Christopher Andersen,Christopher.Andersen@hotmail.com,161-136-2981,************8762
10130,Resort Hotel,1,54,2015,August,33,15,2,5,3,1.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,218.0,0,0,Canceled,2015-07-06,James Evans,JEvans@gmail.com,818-880-0948,************6788
10131,Resort Hotel,0,21,2016,June,23,2,0,1,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,F,0,No Deposit,,92.0,0,Transient,63.0,0,0,Check-Out,2016-06-03,Joanna Mann,Joanna.Mann88@xfinity.com,283-369-0977,************1671
10132,City Hotel,1,15,2016,January,5,26,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,91.0,,0,Transient,79.0,0,0,Canceled,2016-01-12,Donna Erickson,Donna_E@comcast.net,710-488-2113,************4343
10133,City Hotel,1,393,2017,April,16,22,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2016-04-17,Mrs. Kathy Barnett,Mrs._B@zoho.com,469-717-0642,************1470
10134,Resort Hotel,0,27,2016,July,31,28,1,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,151.76,0,1,Check-Out,2016-08-01,Christopher Lucas,Christopher.Lucas@yandex.com,871-793-0423,************2620
10135,Resort Hotel,1,186,2017,March,12,24,3,7,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,273.0,,0,Transient-Party,48.0,0,0,Canceled,2016-11-01,Matthew Barnes,Barnes.Matthew40@verizon.com,156-237-5431,************9304
10136,City Hotel,1,178,2016,April,18,28,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,46,Transient,110.0,0,0,Canceled,2015-12-18,Chris Murphy,Chris.M@yandex.com,328-792-6358,************7457
10137,Resort Hotel,0,16,2016,November,47,19,2,5,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,48.0,0,0,Check-Out,2016-11-26,Alexis Martin,Alexis_M@outlook.com,967-297-0887,************5359
10138,Resort Hotel,1,2,2017,June,26,27,0,1,2,1.0,0,BB,ARE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,140.0,0,1,Canceled,2017-06-27,Dean Caldwell,DeanCaldwell91@att.com,937-549-6543,************8197
10139,City Hotel,0,2,2016,January,4,19,0,4,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.0,0,1,Check-Out,2016-01-23,Mallory Robinson,Mallory.R@comcast.net,908-542-8810,************8197
10140,City Hotel,0,13,2015,December,51,17,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,58.0,0,0,Check-Out,2015-12-20,Brian Mcintosh,Brian_M41@hotmail.com,847-805-8346,************7406
10141,City Hotel,0,92,2015,October,41,7,0,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,3.0,,58,Transient-Party,65.0,0,0,Check-Out,2015-10-11,John Davis,Davis_John@zoho.com,239-229-3570,************8437
10142,Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,2015-12-10,Kayla Young,KYoung19@yahoo.com,950-055-2963,************7812
